soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,temperature,rainfall,humidity,market_demand,price_per_ton,yield_tons_per_hectare,crop
6.0076530618369235,118.41983020531904,31.64270067071503,176.68331975065587,31.167445579895368,754.4980779595727,48.51472444970627,91.87401693894996,2370.97195715472,5.922307200719953,Soybeans
7.857133926394953,77.03525848424795,45.952836057791785,167.77145152764717,23.832946808338708,996.1194159721865,50.55299093768082,64.29837736460068,3202.682463418522,5.613455250544099,Soybeans
6.99716366622134,78.3218316206636,47.340829503229685,128.39241523701764,26.136276696531567,985.8993176160348,45.10843597657319,68.25671121082785,2417.200660731654,4.586659676468654,Corn
7.236962332599261,89.1368252151736,59.76170571996462,176.5440708101165,30.868471725697834,710.7487034744953,49.66784256566725,65.79321786285514,1858.1877883948996,4.772700845827699,Soybeans
7.7011695975381445,86.90544857917484,40.03442109386645,154.14159235394428,19.158477880494285,1177.3744728675517,63.92664804207569,66.52123078229423,3212.1126611609247,2.20638322663484,Soybeans
7.060885120334483,119.66744775664924,37.373346973254804,138.6016759714114,30.273260802961097,1425.3416605152997,69.24407524223355,89.31217761508722,2386.8266462981683,4.679669858200157,Wheat
6.239084214594285,70.55551516064072,33.23491866468791,139.4420526217444,25.72223021561698,1213.9884162567134,76.7715779986585,71.62512444292287,3115.5186894422786,2.1766617508404007,Corn
5.763735649575676,61.08452181693125,47.13257899760431,106.66275289562077,20.30767965591801,788.3732192594325,49.267970004537446,70.90054924159745,2416.6884209321074,4.353055027879725,Cotton
6.641336426207276,89.63362291100607,57.53999603061465,107.33633178067849,23.757571632195166,1052.7431582904871,79.02909840065819,67.95884673069894,3263.815633957027,5.997413998263339,Corn
6.046101093042084,70.72936255327973,32.327743820337744,148.19527407208952,28.886431972293156,603.1140292603759,74.83898102194873,81.27630378279905,2173.16789263763,4.223226325748719,Cotton
6.541274869675916,81.9881270749716,66.60854910505921,144.29624418766406,24.725181146128964,1641.9613284427041,61.340731717436675,73.2756994434942,3456.7303508380787,3.8928404723253336,Wheat
7.708200647297171,104.65023138339373,47.69408918924418,117.01823160193831,31.79400470931706,701.4204092168184,82.31752268399819,86.0487378145151,3125.5899171396522,3.25141942602235,Rice
6.310862552513185,103.25639545512776,39.59149436629613,175.69556343053523,23.27434557913117,1316.7336987065166,84.63717905829563,67.19529329314732,1994.2044740646745,2.4820903151458578,Soybeans
5.805219886751684,78.48364751114335,33.75493160325167,162.5036840376962,28.49409619966501,1783.5083950401781,53.20007240212949,87.57264610500724,2761.8202539431527,4.9240946858331265,Wheat
6.390744595192437,92.55241383329395,37.31463988429229,109.07716816139585,23.50185228570403,1243.908775184799,60.169143398552016,81.13025361055486,3475.124430810949,2.7703961111425217,Soybeans
7.767071103864385,90.5288446103256,67.38455989358839,174.4743284549834,29.6082990898912,1708.8501109289198,82.05797694358844,63.99935550194907,2600.8112695794844,2.4611280849891375,Rice
6.180330623461589,98.17995709115372,55.53082375373401,177.9398566827528,25.967140568320467,883.3398397408852,73.86386203005108,74.50766044712697,2109.5821359966917,3.68705063892205,Rice
7.1192253013534055,75.02770911633505,50.667850297062664,179.67449936242633,18.88916561426002,1511.9464907251026,46.92378575856351,90.2231349214535,2624.1232241555886,5.181367351836389,Wheat
5.50130094248829,95.39225085363263,56.284453140006676,104.469692374188,18.515506146903878,1237.5189047682409,76.2605792700566,92.30360811294697,2671.178014999267,4.980258192480882,Rice
6.381422140835422,118.73357149650055,47.426915947115646,158.9628445432807,19.873929663208866,1464.6192736697578,78.11763548709968,76.29950428115846,3060.8678051887314,2.2195304585858997,Cotton
6.261953145395073,89.20452917756731,59.20157266247274,143.67326161319912,18.191407507577964,674.8096350134897,75.02007699061254,76.82929423311758,2988.0379503735376,3.8205747401446244,Rice
5.911639632857354,114.36592726311324,31.90864510766595,156.46651871029556,19.055026844934474,777.286910287472,76.98148523678063,92.14591537287554,2484.335074114867,4.089738304284676,Soybeans
6.835223548438605,86.06366193062571,52.64148841976305,177.4921555179308,27.68400156036477,759.7403143049739,78.00530706771188,80.54738784477985,2170.6392827399472,4.578186602503289,Soybeans
6.712074928397458,81.00470446168055,36.34585790569964,155.04240081400312,25.480847850412484,1424.5986064839974,52.456199471525764,61.14963345852034,2896.5920852078602,4.600669401772913,Soybeans
7.231090082225676,98.70620172183389,34.806585912225685,166.9571099389899,28.498750492579607,1613.3288071603545,54.42766984259999,91.9462312007695,2516.896688740579,3.4587889978292234,Soybeans
6.173530834496304,100.13544357978598,43.67518666865606,169.3494964248673,30.784320531607,1499.5394784103048,70.35034254880709,68.68792549650031,2024.8695589130616,4.242708776014056,Cotton
6.110313805619436,111.85005390431418,33.67196263253768,167.07846110111882,26.19209345255661,636.566583280313,81.31464521850064,80.21711839320415,3330.9729121018554,3.9242475353763457,Corn
5.920727605432327,73.81111609449331,33.7662795307424,134.08731800375529,28.16569181700587,1640.657977289668,57.647863291859785,65.79296610997909,2975.0771579364123,5.539993426093124,Wheat
6.046910548932676,89.95160279308514,42.45653237565177,117.80611340568244,28.599136828594382,1024.9760049517506,68.53226703180226,61.185770608630826,2961.4125559573185,4.121060530539601,Soybeans
6.895255005043353,94.32025195255099,69.18042114486035,131.73212815634014,23.28990768986101,1076.596599004899,72.3192825366853,70.90156098964651,3198.392589049846,3.7641286469926465,Rice
6.509590427645102,106.11324085837853,37.01321079557354,171.35175270214214,21.375187652614844,725.8429998389771,63.077944051961566,87.31734976411306,2700.4248537136377,3.617941798727403,Soybeans
5.662230617772454,62.616226305266025,30.68644407327001,111.72838573536204,20.87063459909135,1484.886247312583,73.55129819421305,69.71555104202963,3185.592528284177,4.289711037733863,Rice
6.134788534835861,119.67303064784046,60.53457692015644,141.06609349539144,21.52019415316518,818.7406541711497,80.98669781168692,67.70340249283839,2646.7542809687097,5.215907917603591,Rice
6.117190157096503,88.19667083945657,62.27651908203118,118.65824579396222,21.846245158362724,1276.7581104226037,69.9640617672735,67.44382745194292,1914.1981798567072,4.15360596152315,Soybeans
7.240760682099471,76.77362050780552,43.85217284357603,146.50443337814258,20.90118708611279,1608.8519830535174,66.59124247658532,78.03107888423844,2488.921749647071,4.646620700322166,Cotton
7.280676474811105,113.00964133597553,48.58695251758446,169.0510817591203,30.295089344708693,707.0451944544674,62.54978701553356,94.14394604889647,2645.690319765814,4.9514230676261,Rice
5.8702173248835,104.86312643384484,55.990947305710534,170.42879749107334,28.5979878504112,1242.4026768186282,68.09945083624503,76.06461458059546,3024.3443887749027,4.080672439514927,Rice
7.994351212622354,117.1843108214372,31.92235696788135,118.9348154945663,18.656550549077078,879.8596938597615,59.214498072735836,79.50568791115168,1981.1838412187465,3.7072682266194574,Soybeans
6.166952535688212,79.84501828023082,67.96582926365544,172.6154965078837,21.7614147483543,1011.5122371339123,60.659284408060074,90.12212062617569,2038.0315157227633,5.506661511449797,Rice
7.941537389581632,93.1658980101294,65.4672154919219,147.35109910570276,18.310586388424223,1168.7639297166675,66.27429918752696,78.72744016267805,2248.262464478848,3.6700243361115685,Rice
6.527592533295579,94.3375481502503,40.43574493366856,128.01745973602507,24.9743126130425,1026.1251639351658,47.66476449563268,66.45620049965996,2253.0472687304996,3.8477714023023504,Soybeans
5.582626832251371,118.81989502296274,30.61218161161539,156.654495646656,24.666949755046197,1378.5874083498911,54.161015636991856,70.4858569118267,3044.713783380406,5.961365253367108,Soybeans
6.3626781200667075,64.5207753603677,67.33745232317932,138.53335903712923,29.639200860875018,1175.4985221051002,66.71397242453635,70.84779241940139,2226.2421229547163,2.0009500943035383,Wheat
7.08587836175341,78.34182115723091,50.04159535661037,130.23900720978037,22.308881356794693,1301.039381657003,62.2611257254577,73.90613404101593,2876.2667077076608,2.74189163830689,Cotton
7.201763628886917,71.45466186902077,51.5750979360025,156.40674914373278,29.429400292982873,1484.1869704738954,58.31263143649937,74.93761168678623,2640.2655452350614,3.535855559678903,Cotton
6.827336458292841,76.10849141340941,57.35855077592564,119.89793235442303,31.551632716157524,1269.290719140525,74.22196547237206,87.99237077259943,2774.6004429049813,5.730359637701012,Rice
6.619457911432729,89.11679245657893,54.63404657559656,126.42020232152788,19.237715127119053,1303.842521592911,72.74870429613354,72.22854496672666,3224.781837403103,2.280118822989884,Cotton
6.88223272267832,82.36121202564296,67.75566418243028,134.7561475590617,29.08544975257486,1277.3502510271696,51.669230399735326,76.38811399544828,2487.4485526333415,2.0379417345139923,Rice
6.981741809698484,83.68148800856834,67.77006388500669,120.2945739098511,26.259382559926905,1054.5271511415472,80.14516461493753,81.87415954678683,3110.54934100926,2.2107353439089144,Wheat
5.702133315831788,110.65278844357869,64.68795734220015,132.41616694251337,24.720643538258653,1004.9362006463017,64.81694505615863,73.22040816040592,2517.4613012361683,2.3541736424544726,Soybeans
6.424136140153511,115.80101008864992,55.45614389784045,145.71784201640085,23.88750090131105,1679.5768765740147,74.65843644556182,89.27976846523165,2401.581340154124,2.1503870928250435,Soybeans
6.105399845693564,64.22496785097263,62.03797178729599,159.27790887285346,28.985355695220335,1329.0662667522874,67.92603397029555,80.5608761481926,3429.6662014324747,3.919125307426019,Soybeans
7.5078493909497395,72.5351230569216,57.08673369531927,161.37558824868574,26.951058997639393,893.2237865575854,84.90770463695372,70.29156377273401,2113.4305651542377,4.323028828909311,Cotton
6.675751586115096,100.26861100944303,52.93468166687733,165.82322815013546,29.270625345271068,1197.8972374187283,75.0961248015529,84.99207199264399,1953.5728329819333,3.0867478842760163,Wheat
7.958557852237107,81.51880687776983,35.14001412935641,159.53693255546384,30.64411482147277,996.4181775370968,73.27921844973837,78.4676705550675,3110.6760734103136,3.5931495359025423,Cotton
6.497061106111382,75.24981894418433,62.44816706944012,154.48315416775273,26.64169196936209,1720.4301885118496,76.14287756203004,78.70595619400365,1916.0244991019556,2.3667973404457205,Cotton
7.541079683048459,77.71743530513632,62.82557902975822,119.00051770339759,31.72647815129329,609.0412357608897,50.725119421938786,76.83807819356551,3223.03428419515,3.3454818553136882,Wheat
7.495862812461378,79.35304585431604,55.03758680406291,132.017831429762,26.51322989358639,870.3993572550339,53.181783726778534,77.39541820874372,2543.228773807314,4.090076766538092,Wheat
5.876793859913573,110.92018769548046,62.817073750850724,138.21719127041823,26.913020502711955,1038.4281836088692,73.56256328894457,86.78746983731843,3356.3732513962536,4.929087228738581,Wheat
6.770496941851797,68.19727988652173,56.05939087431152,106.63130573546835,25.76741851959116,1185.3717609704854,64.75925948523451,63.60435177659604,3026.6058639072394,2.013385448171917,Wheat
7.239532016977205,102.53465981460711,38.267374395069815,142.26960970377672,19.274029274718625,1620.9810214033755,75.18541167440466,71.70269839586688,2837.687933913528,3.8692430661506103,Soybeans
7.6458970120342995,93.16919861447447,40.95844509284535,134.9068665285245,28.169558457103197,705.4651494481726,49.116641229765804,62.64261773313612,3413.8215549982015,3.188011505819529,Corn
6.3148972630047115,77.7906086188679,38.58356478833497,164.16873992213874,25.664248296587562,1567.037864089372,66.4592540593838,86.36361772616078,2474.3039341884923,5.411287286767605,Corn
6.050602618913871,85.1868513867766,45.090363329119036,178.23205350034166,24.312746263825463,666.7841872283705,60.15286262227663,69.53056491521048,3421.947792117376,4.862213260936968,Wheat
7.277873831095045,75.37241661566749,31.558525292409346,144.48040309140677,30.746597897645824,1610.776842357818,63.280008771267134,91.41006434366095,2029.5021716160518,4.356434137883579,Corn
7.523752615349289,96.69082265194083,54.730155373515714,125.81491106220669,22.171432321587307,661.9625734494155,69.1583148829005,78.43024633307527,2622.3834012851016,3.1090625827870944,Corn
6.371664968229323,64.89565082401442,43.46216859554906,103.47206266385382,25.330431864210155,621.8909777140333,65.09153389850121,88.02624200201424,2258.849078066731,5.641356408230138,Wheat
5.740441377728552,60.311091766439205,56.22890541522969,173.97146641788768,27.766986200908487,1436.3537548397057,66.59442548451347,94.26260024655865,2717.732724143929,2.1804027088812927,Corn
7.85130816122401,97.67366489691817,45.4158648386226,173.52925722229276,29.15060485943428,1796.7066417220733,64.45429927982431,89.39261008097996,2075.4235924156937,2.4378703947164606,Cotton
6.493930052718806,71.65643721072253,57.26454675891159,120.23921343913929,24.430855311246415,1675.932315568825,61.35820708341973,90.34478160040332,3230.600422527074,3.566520562161424,Rice
6.794378376318701,64.25645501999566,43.6249827785696,155.63288984853182,29.789279810261935,1291.198101366792,75.87527922392981,74.27945733776957,3238.893343834747,2.4977502291874254,Rice
7.59427526476832,83.8070296328333,40.42778112943613,106.03476376718154,28.764848378415564,1700.874735702638,45.48812289272178,79.3102908340769,3423.901731629914,5.8256627902377005,Wheat
